ID,Name,URL Name,Address 1,Address 2,City,State,Postal Code,Country,Email Address,Phone Number,Contact Name,Description,Facebook URL,Pinterest URL,Instagram URL,Twitter URL,Yelp URL,Move In Special,Open House
212,Mandarin,riverplace,11111 San Jose Boulevard, ,Jacksonville,Florida,32223,US,kimble@solajacksonville.com,904.477.1006,Kimble Hardyman,"<p>Our Mandarin location is conveniently located in Riverplace Shopping Center on San Jose Blvd - just south of I-295. We are next to Stein Mart and neighbors with Panera, Michaels, Orange Theory and World Market.</p>

<p>Stylists and clients will love our location and its proximity to surrounding neighborhoods, including San Jose, Mandarin and Julington Creek.</p>

<p>Sola Salons Mandarin features individual salon studios, perfect for hair stylists, cosmetologists, nail techs, eyebrow artists, estheticians, makeup artists&nbsp;and more! Call or email Kimble&nbsp;today at 904-477-1006 or kimble@solajacksonville.com to reserve your studio.</p>

<p>If you are looking for your stylist or a new stylist, please see the Stylist Directory.</p>
",https://www.facebook.com/SolaJacksonville, ,instagram.com/sola__jacksonville, , , , 
211,Atlantic Beach,atlantic-village,983 Atlantic Boulevard, ,Atlantic Beach,Florida,32233,US,kimble@solajacksonville.com,904-477-1006,Kimble Hardyman,"<p>We are located in Atlantic Village Shopping Center on Atlantic Blvd. about 1 mile west of the beach. We are located next to the LA Fitness, JoAnn Fabrics, and Panera. Atlantic Village makes a great location for stylists and their clients including Atlantic Beach, Neptune Beach, Jacksonville Beach and Queen&#39;s Harbour.</p>

<p>Sola Salons Atlantic Beach&nbsp;features individual salon studios, perfect for hair stylists, cosmetologists, nail techs, eyebrow artists, estheticians, makeup artists&nbsp;and more! Call or email Kimble&nbsp;today at 904-477-1006 or kimble@solajacksonville.com to reserve your studio.</p>

<p>If you are looking for your stylist or a new stylist, please select &quot;Find a Salon Professional&quot;</p>
",https://www.facebook.com/SolaJacksonville, ,instagram.com/sola__jacksonville, , , ,Only 2 studios left! Call Kimble at (904) 477-1006 to join our Sola Salons community today!
210,Williamson Square,williamson-square,1113 Murfreesboro Road, ,Franklin,Tennessee,37064,US,tennesseesola@gmail.com,(615) 442-8270,Amy,"Sola Salon Studios is conveniently located a couple blocks west of the intersection of I-65 and Murfreesboro Road at Williamson Square. The location is easy to access from I-65 or from downtown Franklin. The space is visible from Murfreesboro Road and there is loads of convenient parking on-site. Our salon studios are high-end, modern, light filled, and beautifully finished and will always be spotless and impeccably maintained.

Please call Amy at 615.481.0706 or reach her at tennesseesola@gmail.com for a confidential tour today!", , , , , , , 
209,Collins Avenue,collins-avenue,7403 Collins Ave., ,Miami Beach,Florida,33141,US,kamstutz@solasalons.com,305.501.0116,Kim,"<p>Each Sola Salon Studio is independently owned and operated. Be in business for yourself, not by yourself. Sola Salon Studios offer salon professionals the freedom and benefits of salon ownership without all the risks associated with opening a traditional salon. Join us to experience a level of creative independence and career support you won&#39;t find anywhere else. With Sola Salon Studios you can: - Keep 100% of your profits - Manage your own schedule - Design your own salon studio - Sell the retail products you love - Escape the salon politics and drama - Enjoy private conversations Sola Salon Studios is located in the once renowned Normandy Theater on Collins Avenue and 74th Street. It is located in the Historic North Shore Park district, 1 block west of the Atlantic Ocean. This lovely community is south of Bal Harbour and Surfside where there is plenty of unique shops and dining. Enjoy being surrounded by the lush trees, park, and the architecture of the Miami modernism style. We invite you to join the Sola community and experience a level of freedom and support you won&#39;t find anywhere else. For more information, please call Kim at 305.501.0116 or email at Kamstutz@solasalons.com</p>
",http://www.facebook.com/solasalonsmiami, , ,http://www.twitter.com/solasalonsmiami, , , 
208,Tysons Corner,tysons-corner,8607 Westwood Center Drive,Suite 100,"Tysons Corner, 22182",Virginia,22182,US,Maureen@solasalons.com,(571) 249-4421,Maureen,"<p>Directions to Sola Tysons Corner: Sola Salons Tysons Corner is conveniently located off of Leesburg Pike at the intersection of Westwood Center Drive and Sheraton Tysons Drive. Excellent access to &amp; from Route 7, Dulles Toll Road and I-495, To avoid Leesburg Pike traffic, take International Drive to Spring Hill to Tyco Rd., Crossover Leesburg Pike onto Westwood center Drive. 8607 Westwood Center will be on the left after passing The Walmart &amp; 24 Hour fitness on your right. PARKING: 8607 Westwood Center has convenient covered parking with dedicated Sola parking spots on the first level of our garage as well as a private entrance exclusively for our Sola Guests. Please drive around the to the back of the building where you see our black &amp; white Sola sign &amp; will find our garage entrance(marked 8607 Westwood). As soon as you enter the garage you will find 20 parking spots to the left with our Sola Logo exclusively for our guests. Follow the red awning, up the steps to Sola&#39;s private entrance. If the door is locked, please use the call box to find your Sola professional&#39;s name &amp; they can &quot;buzz &quot;you in! Just two blocks from the new Spring Hill Metro Station on the Metrorail Silver Line.You&rsquo;ll love being surrounded by the perfect mix of retailers and restaurants in the Westwood Center. ( I-Thai &amp; Shamshiry restaurants are located within 8607 Westwood Center) Nearby businesses and restaurants include a 24-hour Urban Walmart, 24-Hour Fitness, Smash Burger&nbsp;, Pisano&#39;s and so many more.&nbsp;</p>

<p><br />
100% Less Career Frustration. 100% Your Very Own Salon.&nbsp;At Sola, you will be the owner of your own boutique salon. Personalize your space with paint, artwork, music and more to create the ideal atmosphere for you and your clients. We provide everything you need to start working on your terms.<br />
<br />
For leasing information, please contact Maureen, 571.249.4421<br />
<br />
Find out more about Sola Salon Studios at&nbsp;<a href=""http://www.solasalonstudios.com/"" rel=""nofollow"">https://www.solasalonstudios.com/store/tysons_corner</a><br />
<br />
FOR OUR VIDEO, CLICK HERE<br />
<a href=""https://vimeo.com/226055010/7c334b48ee"" rel=""nofollow"">https://vimeo.com/226055010/7c334b48ee</a>&nbsp;</p>
",https://www.facebook.com/solatysonscorner, ,https://www.instagram.com/solasalon_tysons/, , ,"Be Your Own Boss at #SolaTysons! ✨ Luxury Standard Studio opening IMMEDIATELY! Ask About Our Rental Specials and Exclusive Perks! 

✨ Freedom to Live the Life You LOVE! Ask our current stylists how they love working at Sola Salon Tysons! We want you to join our Sola Tysons Team! 

Move-in special: Your Salon Is Waiting. And Your First Two Weeks Are Rent-Free. 

Free Painting of your Studio! 
$400.00 towards the Retail product of YOUR CHOICE! Become a boutique salon owner today! 

High-end amenities. If you're looking to make the move to a salon studio, you'll be happy to hear that at Sola, you simply get more. We provide the highest-quality fixtures and the ideal number of cabinets specifically designed to accommodate salon professionals. 

1 year Free General/Professional liability Insurance","Become a boutique salon owner today! Are you ready to have the freedom to customize your salon, create your own schedule, set your own prices and keep 100% of the profits -- all while avoiding salon politics and drama? If so, we have the perfect studio space to fit your needs! 

High-end amenities. If you're looking to make the move to a salon studio, you'll be happy to hear that at Sola, you simply get more. We provide the highest-quality fixtures and the ideal number of cabinets specifically designed to accommodate salon professionals. At Sola, your studio will be equipped with the following:

• Shampoo bowl
• Luxurious cabinetry
• Oversized sliding/locking glass door
• High-end hydraulic chair
• Locking cash drawer
• Retail shelving
• Reservation system to coordinate your day 
• Processing area to help you accommodate more clients and maximize your booking
• All equipment provided
• Create, decorate and personalize your studio space
• All utilities included plus FREE Wi-Fi
• Sell your own retail
• Create your own schedule
• Keep all of your earnings
• Many parking options
• Plenty of shopping and dining options nearby
"
207,Torrance,sola-torrance,2746 Pacific Coast Highway, ,Torrance,California,90505,US,smithrt2@aol.com,909 333-2525,Robert Smith,Sola Salon in Torrance is now open.  Great move in specials available.  Call to schedule a private tour and reserve your own private studio., , , , , , , 
206,Spring,spring,16000 Stuebner Airline, ,Spring,Texas,77379,US,robertbhop@gmail.com,832-791-2842,Robert Brummerhop,"<p>Sola Salons offers a prime location in Spring! We are located in the Cypresswood Crossing Shopping Center, at the corner of Stuebner Airline &amp; Cypresswood, near&nbsp;Mellow Mushroom. We are in close proximity to Champions and Raveneaux, offer ample parking for customers, and excellent amenities for stylists and clients! Give us a call to find out about our incredible MOVE-IN specials, available now! Private &amp; Confidential tours available now! Call, text, or email us.</p>
",www.facebook.com/SolaNWHouston, ,https://www.instagram.com/solasalonsnwhouston/, , ,"4 Free weeks, A FREE Vacation week, FREE webpage, FREE painting of your studio, Exclusive access to the SolaPro App, FREE 60 day access to SolaGenuis, FREE WiFi plus much more......",Single Studios starting at $180/wk! We have 2 beautiful Large studios and a Double ready for move in.  
205,Arbor Hills,arbor-hills,3050 Washtenaw Avenue, ,Ann Arbor,Michigan,48104,US,zak@solasalons.com,(734) 619-6073,Zak Morris, ,https://www.facebook.com/solaannarbor/, , , , , , 
204,Oak Valley Centre,oak-valley-centre,3069 Oak Valley Drive, ,Ann Arbor,Michigan,48103,US,zak@solasalons.com,(734) 619-6073,Zak Morris,"<p>Sola Salon Studios is located in Oak Valley Centre off of Ann Arbor Saline Road. This location features easy access to I-94, near many restaurants with an abundance of free parking right on site. Each Sola Salon is independently owned and operated. Join the thousands of Salon professionals who have escaped the conventional salon and discovered the fulfillment of owning their own salon space. Set your own prices and hours. Hold on to every dollar you make after your weekly rent. Keep 100% of retail product profits. Have complete control over your studio space. We invite you to join the Sola community and experience a level of freedom and support you won&#39;t find anywhere else. Please call (734) 619-6073&nbsp;for a confidential tour.</p>
",https://www.facebook.com/solaannarbor, , , , , , 
203,Pack Square,pack-square,"124 College Street, 2nd Floor", ,Asheville,North Carolina,28801,US,emailander@solasalons.com,(828) 708-7652,Elizabeth,"<p>NOW LEASING LUXURY SALON SUITES</p>

<p>Say goodbye to booth rental and hello to your own salon! Sola Salon Studios on Pack Square is conveniently located in Asheville&#39;s Central Business District, overlooking the green lawns, fountains, and flowering trees of Pack Square Park. Sola occupies the 2nd floor of a beautifully renovated 1920s redbrick building and offers all of the luxurious appointments and amenities that salon professionals deserve.&nbsp;Each studio features high-end cabinetry, sinks, chairs, state-of-the-art lighting, well-appointed restrooms, and on-site laundry facilities. Many studios feature original, exposed brick walls, and large windows. Move up from booth rental to your very own space! Sola Salons on Pack Square in downtown Asheville is near many of the city&#39;s best restaurants, coffee shops, retail and entertainment venues. Sola is conveniently located a few blocks from I-240, and just a half block from plentiful parking in public garages to the east and west of the salon.</p>

<p>Watch our video! (copy/paste link into browser): https://youtu.be/j7kY9iAItts</p>
",http://www.facebook.com/SolaSalonsAsheville/, ,https://www.instagram.com/sola_asheville/, , , , 
202,Webb Ginn,the-shoppes-at-webb-gin,1350 Scenic Highway, ,Snellville,Georgia,30078,US,mike@solaatlanta.com,404-705-9505,Mike Balsamides,"<p>The Shoppes at Webb Gin is the premiere shopping center in Grayson/Snellville. Located at the intersection of Scenic Highway (Hwy 124) and Webb Gin Road. We are next to Barnes &amp; Noble and Bonefish Grill - with other great shops including Gap, Carter&#39;s and Sprouts Grocery.</p>

<p>Sola Salons Webb Gin features individual salon studios, perfect for hair stylists, cosmetologists, nail techs, eyebrow artists, estheticians, makeup artists&nbsp;and more! Call Mike today at 404-705-9505 to reserve your studio.</p>

<p>If you are looking for your stylist or a new stylist, please see Stylist Directory.</p>
",https://www.facebook.com/solaatlanta, ,instagram.com/sola__atlanta, , , , 
201,Steele Crossing,steele-crossing,3595 Shiloh Drive, ,Fayetteville,Arkansas,72703,US,donnabanwart@gmail.com,479-295-5161,Jake or Donna,"<p><strong>Sola Salons at Steele Crossing</strong><strong> are conveniently Located In The Target And Kohl&rsquo;s Shopping Center</strong> <strong>with plenty of FREE parking.</strong></p>

<p>&nbsp;</p>

<p><strong>NWA&rsquo;s Premier Hair Salon In Fayetteville </strong>is home to over 20 stylists, each self-employed and with their own private studio. All are passionate about their craft and your beauty. At Sola Salons in Fayetteville you&rsquo;ll find:</p>

<p>&nbsp;</p>

<div>Women&rsquo;s, Men&rsquo;s, and Children&rsquo;s Haircuts and Styling, Color Correcting, Tints, Hair Extensions, Hair Braiding, Weaving, Wigs, Brazilian Blowout<br />
Waxing, Skin Care, Body Sugaring, Lashes, Brows, Microblading, and more&hellip;</div>

<p>&nbsp;</p>

<p><strong>Talented and trained in some of the top schools in the nation,</strong> these technicians are among the best hair and beauty stylists in NWA. Customers from Lowell, Springdale, Farmington, and as far away as Pea Ridge, come for their unique and personal sense of style as well as their offering of the best makeup, hair, and skin brands like:</p>

<p>MONAT, Hot Head Extensions, Moroccan Oil, Kevin Murphy, Aquage and more.&nbsp;</p>

<p>Check us out on facebook at Sola Salon Studios NWA to learn more!</p>

<p>&nbsp;</p>

<p><a href=""https://www.solasalonstudios.com/locations/steele-crossing#rent-a-studio""><strong>There&rsquo;s always room for the best stylists in Northwest Arkansas! </strong></a></p>

<p>Are you interested in opening or moving your salon studio? For your own private and confidential tour, text&nbsp;or call Jake at <a href=""tel:479.295.5161"">479.295.5161</a> or Donna at <a href=""tel:620-224-0198"">620-224-0198</a>.</p>
",http://www.facebook.com/SolaSalonsNWA, ,https://www.instagram.com/solasalonsnwa/,https://twitter.com/Sola_NWA, ,"Only 4 studios left!  Move in bonuses that are customized just for YOU!  Package options include: free rent, product, introductory rent discounts, and more. . . Call or text us to find out more about having your own enclosed studio space. Jake at 479.295.5161 or Donna 620.224.0198. It is all about hairdressers, estheticians, massage therapists, makeup artists, microblading!
","Beautiful Studios. Exclusive Perks.
At Sola, You Simply Get More!  Text or call for studio availability.  Jake 479.295.5161 or Donna 620.224.0198
"
200,Sola Salons Creve Coeur,creve-coeur1,11756 Olive Boulevard , ,Creve Coeur,Missouri,63141,US,laurie@solasalons.com,314-265-7818,Laurie Chod,"<p><strong>Please contact your style professional directly for an appointment.</strong></p>

<p>Sola Salon Studios in Creve Coeur, Missouri centrally located at Olive Boulevard and Ballas Road. With many window units, at no extra charge, an abundance of natural light, easy access and ample parking makes Sola Salons Creve Coeur a terrific destination for you and your customers. Whether you&#39;re a hairdresser, makeup artist, skincare professional, nail technician or massage therapist, we have studio spaces in various sizes to fit your needs. Our studios come equipped with all the major equipment you will need in a very high end, professional environment specifically designed for both you and your customers.</p>

<p>Sola occupants are also able to take advantage of the Sola Salons St. Louis Education Center located at Sola Salons Creve Coeur. Sola uses this space&nbsp;to offer education and product demonstrations and classes.&nbsp;</p>

<p><strong>For any Salon Professional looking for information about leasing inside Sola Salons Creve Coeur, please call Laurie at 314-265-7818. Ask about scheduling a Confidential Tour!!</strong></p>
", , , , , , , 
199,Ventura,ventura,1730 S Victoria Ave Suite B, ,Ventura,California,93003,US,AustinB@SolaSalons.com,323-793-4089,Niki or Austin,"<p>Sola Salons Ventura Located right off the 101 freeway on Victoria Ave, in the Montalvo Square shopping center. We are within walking distance of Coffee Bean, Ralph&#39;s and&nbsp;great restaurants and shops. Lots of parking available for salon owners and customers. Instagram: SolaSalons_LAandVentura</p>

<p>Our Montalvo Square&nbsp;salon was beautifully constructed with the independent&nbsp;beauty professional in mind. &nbsp;It features 28 individual salon studios, perfect for hairy stylists, estheticians, eyebrow artists, barbers, makeup artistsand a range of other professionals in the cosmetology industry.</p>

<p>Studios range from single, large and double sizes. &nbsp;they are move-in ready and are equipped with shampoo bowls, cabinets and shelving fixtures - everything you need to open your salon in no time! We would love to help you achieve your dream of owning your very own salon! We look forward to answering any questions you may have about Sola, as well as scheduling a tour so that you can experience Sola firsthand!</p>
",https://www.facebook.com/SolaSalonsVentura?ref=hl, ,https://www.instagram.com/solasalons_laandventura/,https://www.twitter.com/solasalons, ,Reimbursement for up to $400 in retail products & 2 weeks vacation/free rent with a 2 year lease.,Holiday Special: $99 First 6 Weeks*! Call today for details & mention this special 323.793.4089
198,Dogwood Center Flowood Mississippi,dogwood-center,"151 East Metro Parkway, Suite 203 ", ,Flowood,Mississippi,39232,US,jr@solasalons.com,(601) 879-5082,Call Sola Dogwood Center Today!,"Sola Salon Studios Jackson, Mississippi is located in Flowood - Dogwood Center. Dogwood, located just off Lakeland Drive, is a premier shopping destination. Dogwood is filled with upscale shopping, professional offices and restaurants. Sola stylists and their clients enjoy pleny of private parking and convenient access to our location!  Our brand new studios are modern, light filled, upscale and fully furnished. Call today for a confidential tour to reserve your studio 601-879-5082.",http://facebook.com/pages/sola-salon-studios-jackson-mississippi/625111557565789, , ,http://twitter.com/solajacksonms, , , 
197,San Antonio-Galleria Oaks Shopping Center,galleria-oaks-san-antonio1,15909 San Pedro Ave, ,San Antonio,Texas,78232,US,sanantonio@solasalons.com,210-488-3399,Scott Halperin,"<p>Sola Salon Studios at Galleria Oaks in San Antonio, Texas located just 1 mile South of 1604 on Hwy 281 between Brook Hollow and Thousand Oaks. With a large number of studios being window units, at no extra charge, the abundance of natural light, easy access and ample parking makes Sola Salons Galleria Oaks a terrific destination for you and your customers. Whether you&#39;re a hairdresser, makeup artist, skincare professional, nail technician or massage therapist, we have studio spaces in various sizes to fit your needs. Our studios come equipped with all the major equipment you will need in a very high end, professional environment specifically designed for both you and your customers.&nbsp;</p>

<p><strong>For any Salon Professional looking for information about leasing inside Sola Salons Galleria Oaks or Sunset Ridge, please call Scott at</strong></p>

<p><strong>210-488-3399. Ask about scheduling a Confidential Tour!!</strong></p>

<p><span style=""font-size:16px;""><strong><u><em>Sola Salons Sunset Ridge--6454 N. New Braunfels, San Antonio, Texas 78209--</em></u><em>Serving Alamo Heights and surrounding area.</em></strong></span></p>
",https://www.facebook.com/solasalonssanantonio, , , , ,Standard Studio Available!! Call Scott for details 210-488-3399, 
196,Inverness Corners,inverness-corners,710 Inverness Corners, ,Hoover,Alabama,35242,US,krogers@solasalons.com,(205) 440-2664,King Rogers,"<p>We are conveniently located at 710 Inverness Corners, in the Kohl&#39;s and Winn-Dixie shopping center at the intersection of Highway 280 &amp; Valleydale Road. <span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;
mso-fareast-font-family:&quot;Times New Roman&quot;;color:black;mso-ansi-language:EN-US;
mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">You&rsquo;ll love being surrounded by the perfect mix of retailers and restaurants in this upscale shopping center. </span> Call King Rogers @ 205.440.2664 or email krogers@solasalons.com for more details, to schedule a confidential tour of the location, and to reserve your studio.</p>
",https://www.facebook.com/solabirmingham, , ,www.twitter.com/solasalons, ,"-two (2) free weeks of rent
-free custom painting of your studio 
-free $400 of the product line that you want to carry
-we will pay your Public General, Professional Liability, and Personal Equipment & Property Insurance for the first year
", 
195,Birmingham,birmingham-mi1,619 S Adams Road, ,Birmingham,Michigan,48009,US,MotorCitySola@comcast.net,(248) 871-7659,Kevin,"Now Open! Be among the first stylists in your own studio at Sola Salon Studios Birmingham. The Birmingham Sola is conveniently located at 619 S. Adams Rd in the Adams Square Mall. We are &#188; mile east of Woodward Avenue and &#188; mile south of Maple Rd.  There are literally hundreds of free parking spaces just outside our front door!  Sola Birmingham will be convenient for you and your existing clients.

With easy access to both Woodward Avenue and Maple Road, Sola's first location in southeast Michigan is the place to be for the best beauty professionals. It's your life -- live it in your style at Sola!", , , , , , , 
194,NW OKC,nw-okc1,5401 N. May Ave, ,Oklahoma City,Oklahoma,73112,US,kschwenker@solasalons.com,(405) 466-5070,Keelie ,"<p>Sola Salon Studios is here to inspire and support beauty professionals to chase their dreams, elevate their careers, make more money,&nbsp;and experience the freedom of salon ownership. Featuring private, fully-equipped, luxury salon suites of varying sizes, and exclusive Sola Perks (i.e. Sola Pro App and Sola Genius), we cater to industry professionals who are ready to be the boss of their own salon! We are located in the May Crossing Shopping Center at N. May Ave and Northwest Expressway; across from Super Target and adjacent to Dave &amp; Busters. (Next to Penn Square Mall and NW Expressway corridor). To inquire about opening your own salon studio, please call Keelie at 405.466.5070 to set up a confidential tour today. Ask about our move in specials too! (Window units will go first).</p>

<p>&nbsp;</p>

<p>&nbsp;</p>
",https://www.facebook.com/solasalonstudios.com, ,https://www.instagram.com/solasalons/, , ,"Winter Specials... UP TO 4 WEEKS FREE RENT, RETAIL $$$, FREE INSURANCE, CUSTOM PAINT, ** ask! ... ending soon so call now!", 
192,Northcross,northcross,"7301 Burnet Road, Suite 106", ,Austin,Texas,78757,US,mhamlin@solasalons.com,512.761.6801,Mason Hamlin,"Centennial shopping center is conveniently located in North Central Austin just South of the Anderson Ln and Burnet Rd intersection.  Our location is surrounded by the family friendly neighborhoods of Brentwood, Allandale, and Crestview.  This trendy area exudes the true Austin vibe and is surrounded by boutiques, great local dining, as well as high-end shopping.",http://www.facebook.com/SolaSalonStudiosAustin, , , , ,"$400 Retail Bonus, FREE Studio Paint, FREE operator insurance for a year, FREE Photography of your salon!!", 
191,Redwood City,redwood-city,2115 Broadway Street, ,Redwood City,California,94063,US,greg@solasalonsinthebay.com,(650)200-0421,Greg Imhoff,"<p>Sola Salon Studios, located in the heart of Downtown Redwood City! On the Corner of Jefferson and Broadway.&nbsp;</p>

<p>This entertainment district offers endless options of fine dinning and boutique shops just a few steps away, like The Spaghetti Factory, Century Theaters, Five Guys Burgers, Philz Coffee, Starbucks, &nbsp;and much more.&nbsp;</p>

<p>We are close to all major highways, and the Cal train Station is just a few blocks away.&nbsp;</p>

<p>Come join our community of stylist located right in the heart of the Bay Area.</p>

<p>There is plenty of on street and garage parking for your convenience!&nbsp;</p>

<p>Our Redwood City location is beautifully constructed with the independent beauty professional in mind. It features 33 individual salon studios, perfect for hair stylists, estheticians, eyebrow artists, barbers, makeup artists and a range of other professionals in the cosmetology industry. Studio sizes range from standard, large and double sizes. They are move-in ready and are equipped with shampoo bowls, cabinets and shelving fixtures &mdash; everything you need to open your own salon in no time!&nbsp;</p>

<p>We would love help you achieve your dream of owning your very own salon! We look forward to answering any questions you may have about Sola, as well as scheduling a tour so that you can experience Sola firsthand!</p>
",https://www.facebook.com/SolaSalonStudiosRedwoodCity, , ,https://twitter.com/SolaSalonsRWC, ,"2 Free Weeks 
We will also paint your salon to your preference. ", 
190,North Raleigh - Falls of Neuse,spring-forest,909 Spring Forest Rd, ,Raleigh,North Carolina,27609,US,terry@solacharlotte.com,919-247-9921,Terry Tyree,"<p>Our location is located at the corner of Falls of Neuse Rd and Spring Forest Rd - just behind Jason&#39;s Deli. With ample parking, we are conveniently located around the corner from The Fresh Market and PDQ restaurant. Our location is ideal for most all north Raleigh neighborhoods.</p>

<p>Stylists, call Terry today at 919 247-9921 to reserve your studio.</p>

<p>&nbsp;</p>
",https://www.facebook.com/SolaRaleigh, , , , , , 
189,Elk Grove,elkgrove,9117 East Stockton Blvd, ,Elk Grove,California,95624,US,johnv@solasalons.com,(916) 800-5025,John ,"Sola Salons is Elk Grove's Premier Salon location! 

Call John at (916) 800-5025  to get more information on how you can give your career the extra boost by owning your own salon studio. Make more money, keep your profits, and work with a great family of stylists in a modern, bright location that's secure and with ample parking for clients.

We take care of all the details. Talk to us today to seize this great opportunity.", , , , , , , 
188,Auburn,auburn,"1760 Grass Valley Highway, Suite 200", ,Auburn,California,95603,US,johnv@solasalons.com,(916) 800-5025,John ,"Auburn's Premier salon location is now open!

Each salon studio is independently owned and operated, find your favorite Sola Salon and stylist using the directory here for our Auburn location, and contact them directly. Located in the heart of Auburn, next to Best Buy & SalonCentric.

If you&#8217;re a driven salon professional, now there&#8217;s a better way to take control of your career. Call now to learn how easy it is to become your own boss, control your schedule, and even choose your own music. You can schedule a confidential VIP tour of the building by calling John at (916) 800-5025. Talk with other stylists and check out our modern and bright space, and all the amenities that make it easy to take your career to the next level.  Make more money, keep your profits, and work with a great family of stylists in a modern, bright location that's secure and with ample parking for clients.

We take care of all the details. Talk to us today, but hurry--there's only a few suites left!",http://www.facebook.com/solaSalonsSacramento, , , , ,Call today for our amazing Move-in Specials!, 
187,Blaine,blaine,784 County Road 10 NE, ,Blaine,Minnesota,55434,US,solasalonstwincities@gmail.com,(651) 308-4018,Erin Elgin,"<p style=""text-align: center;""><span style=""font-size:12px;"">Northcourt Commons is located adjacent to the Northtown Mall and includes Big Lots, Officemax, and Barnes &amp; Noble. Sola Salons is located on the east end of the center. Northtown Mall is the premier shopping destination in Blaine, Minnesota. This shopping and dining venue is home to Best Buy, Burlington Coat Factory, Herberger&#39;s, Home Depot, LA Fitness, Aeropostale, Bath and Body Works, Hot Topic, Journeys, Victoria&#39;s Secret and other popular retailers. The mall is located at the intersection of University Ave. and Co. Rd 10, just 20 minutes from downtown Minneapolis.</span></p>

<p align=""center""><span style=""font-size:12px;"">Stylists call our LEASING number at 651-308-4018 or solasalonstwincities@gmail.com today to reserve your studio. &nbsp;We have amazing move-in specials for those that sign up now. Contact us to arrange for a confidential&nbsp;tour.</span></p>

<p align=""center""><span style=""font-size:12px;"">Customers: Please note that each stylist maintains her own appointment book and appointments cannot be made by calling this number.</span></p>

<hr align=""center"" size=""0"" width=""100%"" />
<p align=""center""><span style=""font-size:12px;"">Please contact your style professional directly for an appointment by clicking the link above left.&nbsp;</span></p>

<hr align=""center"" size=""0"" width=""100%"" />
<p align=""center""><span style=""font-size:12px;"">Our location is beautifully constructed with the independent beauty professional in mind. &nbsp;It features 27&nbsp;individual studios, perfect for hair stylists, estheticians, make-up artists, eyelash and eyebrow artists, nail technicians, massage therapists, and a range of other professionals in the cosmetology industry. &nbsp;Studios&nbsp;range from single, large, and double sizes. &nbsp;They are move-in ready and equipped with shampoo bowls, cabinets, and shelving fixtures- everything you need to open your salon in no time!</span></p>

<hr align=""center"" size=""0"" width=""100%"" />
<p align=""center""><span style=""font-size:12px;"">Live the life you love and finally achieve your own success. Find your place at Sola Salon Studios and start working on your terms.&nbsp;</span></p>

<p align=""center""><span style=""font-size:12px;"">-Hold on to every dollar you make&nbsp;</span></p>

<p align=""center""><span style=""font-size:12px;"">-Have the ability to set your own hours&nbsp;</span></p>

<p align=""center""><span style=""font-size:12px;"">-Be a part of a tight-knit community&nbsp;</span></p>

<p align=""center""><span style=""font-size:12px;"">-Design your own salon space&nbsp;</span></p>

<hr align=""center"" size=""0"" width=""100%"" />
<p align=""center""><span style=""font-size:12px;"">We invite you to join the Sola community and experience a level of freedom and support you won&#39;t find anyplace else. WHY SOLA? &nbsp;More Freedom, More Money, More Creativity, More Upgrades, More Education, More Social Events, More Fun!</span></p>

<hr align=""center"" size=""0"" width=""100%"" />
<p align=""center""><span style=""font-size:12px;"">For leasing information on studio opportunities and to set up your confidential tour please contact us&nbsp;at 651-308-4018 or email at solasalonstwincities@gmail.com.</span></p>
",http://www.facebook.com/SolaTwinCities, ,http://www.instagram.com/solatwincities, , ,Call now to find out more about our current move-in perks to help you get started at Sola!, 
